agr.r1,agr.r1.lb,agr.r1.ub,agr.r2,agr.r2.lb,agr.r2.ub,agr.rt.cl,agr.rt.cl.lb,agr.rt.cl.ub,agr.tr.cl,agr.tr.cl.lb,agr.tr.cl.ub,agr.st,agr.st.lb,agr.st.ub,cns.r1,cns.r1.lb,cns.r1.ub,cns.r2,cns.r2.lb,cns.r2.ub,cns.rt.cl,cns.rt.cl.lb,cns.rt.cl.ub,cns.tr.cl,cns.tr.cl.lb,cns.tr.cl.ub,cns.st,cns.st.lb,cns.st.ub,ext.r1,ext.r1.lb,ext.r1.ub,ext.r2,ext.r2.lb,ext.r2.ub,ext.rt.cl,ext.rt.cl.lb,ext.rt.cl.ub,ext.tr.cl,ext.tr.cl.lb,ext.tr.cl.ub,ext.st,ext.st.lb,ext.st.ub,neu.r1,neu.r1.lb,neu.r1.ub,neu.r2,neu.r2.lb,neu.r2.ub,neu.rt.cl,neu.rt.cl.lb,neu.rt.cl.ub,neu.tr.cl,neu.tr.cl.lb,neu.tr.cl.ub,neu.st,neu.st.lb,neu.st.ub,opn.r1,opn.r1.lb,opn.r1.ub,opn.r2,opn.r2.lb,opn.r2.ub,opn.rt.cl,opn.rt.cl.lb,opn.rt.cl.ub,opn.tr.cl,opn.tr.cl.lb,opn.tr.cl.ub,opn.st,opn.st.lb,opn.st.ub,state,samplesize
0.06280799490873709,-0.02069502345077262,0.1463110132682468,-0.011048399391603902,-0.0657146570697962,0.0436178582865884,0.0951997908752583,0.04696674293742325,0.14343283881309335,0.048899309204031224,0.0014789972187153402,0.09631962118934712,0.49345148324073657,0.4301365476047694,0.5567664188767038,0.23436978828396246,0.15514735422136955,0.31359222234655537,0.003650029617546915,-0.05641902599092452,0.06371908522601835,-0.002896131332418109,-0.059974043036064295,0.054181780371228075,0.027739575593254854,-0.019237405564514174,0.07471655675102389,0.4739997643203598,0.4035835800471345,0.544415948593585,0.006890846851289687,-0.07415267730662241,0.08793437100920178,0.012711868066904225,-0.05081161277970881,0.07623534891351726,0.03939230004376938,-0.00727275047400888,0.08605735056154765,-0.017703237954563637,-0.06253028603115393,0.027123810122026658,0.5887932189557299,0.5285226630857616,0.6490637748256982,-0.15664372542209135,-0.24000256509754442,-0.07328488574663829,-0.043185452508355864,-0.10159114583382194,0.015220240817110202,0.09418398261319495,0.040935733726484944,0.14743223149990498,0.03660828484143484,-0.009977032269387157,0.08319360195225685,0.4853498425233417,0.41226576280736066,0.5584339222393226,0.11039823600100315,0.030355019538817127,0.19044145246318916,0.039877048223541364,-0.01783396639426049,0.09758806284134322,-0.0016029661789884282,-0.04981459668446955,0.046608664326492695,0.006373388759252315,-0.037682928074488364,0.05042970559299299,0.5220689957577116,0.4504335454934547,0.5937044460219685,1,1605
0.10263359755391085,-0.020440120014074747,0.22570731512189646,-0.0034455273338482384,-0.07809346071023048,0.071202406042534,0.01514772448818234,-0.03825952350244481,0.06855497247880948,0.049315251747479326,-0.008042450416784573,0.10667295391174322,0.5056183676389683,0.41742453699717424,0.5938121982807624,0.05616821202396113,-0.044461200566642066,0.1567976246145643,-0.07651079633482771,-0.15994336466025597,0.006921771990600563,0.024306461112465646,-0.029518885429599486,0.07813180765453077,0.020765114616511607,-0.035201435265345,0.07673166449836821,0.5515201229657353,0.4563609510934584,0.6466792948380121,-0.01352679049069858,-0.14002966218401927,0.11297608120262212,-0.08400254086834588,-0.1700636101746129,0.002058528437921143,0.011060245250291395,-0.05041921204878859,0.07253970254937138,0.021757041678919092,-0.03964657502878544,0.08316065838662363,0.59834462817164,0.5234760883995121,0.673213167943768,-0.054982770847163305,-0.16522810701065202,0.05526256531632542,-0.011247033303210198,-0.08264417260767336,0.06015010600125296,0.0253164051867967,-0.021844747461105124,0.07247755783469853,-0.0016069738586194852,-0.04613188987855074,0.04291794216131177,0.6330410546824905,0.5504338399414002,0.7156482694235808,0.001547694097151275,-0.12265341437177166,0.1257488025660742,0.025623384404514102,-0.05711575895070389,0.1083625277597321,-0.028536368124465857,-0.08816071018952042,0.031087973940588702,0.002453829891868511,-0.050936755374734716,0.05584441515847174,0.5920588102902221,0.5158259656630144,0.6682916549174298,2,677
0.12223493074215203,0.07801505377666487,0.16645480770763918,0.016686752515188433,-0.015054023006718945,0.04842752803709582,0.016225691868762725,-0.006419638446843154,0.0388710221843686,0.04794349174423098,0.022671656304760868,0.07321532718370109,0.5200356556302781,0.4846041900948423,0.5554671211657138,0.08970963749219539,0.04540857202076147,0.13401070296362932,0.02021511476692757,-0.012380106245787373,0.05281033577964251,0.01789621454582626,-0.005434619739375012,0.041227048831027534,0.013053536691197604,-0.011679022766952964,0.03778609614934817,0.539658548424126,0.5011830110225222,0.5781340858257298,-0.019386507843570773,-0.06803273332401916,0.02925971763687761,0.025283241409442818,-0.009232794277410467,0.0597992770962961,-0.02812707211029401,-0.05210815921938855,-0.00414598500119947,0.003900810857350836,-0.020336790568179847,0.028138412282881522,0.6022503856432405,0.5679241820612186,0.6365765892252624,-0.027214063846415067,-0.07362155437462017,0.01919342668179004,-0.005235593511216814,-0.037292136162962675,0.026820949140529047,0.013884082481262808,-0.008593327812126302,0.03636149277465192,0.001982110951107596,-0.022198886278656904,0.026163108180872096,0.5860301987740684,0.5523192829350284,0.6197411146131084,-0.007234631875250944,-0.05644521878489332,0.04197595503439143,0.06150986858206482,0.026312236218507347,0.09670750094562229,0.029181519593421412,0.0038787877480076205,0.0544842514388352,-0.006514013029871944,-0.03079137225467195,0.017763346194928066,0.5742236377292701,0.5392983294255251,0.6091489460330151,3,4459
0.04966613771500182,-0.12464470156599815,0.22397697699600178,0.08889512244873117,-0.017280796299494663,0.195071041196957,-9.671470680806261e-4,-0.10242393291188917,0.10048963877572792,-0.012266800765866876,-0.10689975048666686,0.08236614895493312,0.5376341423195375,0.4110900314300066,0.6641782532090684,0.008910796696624033,-0.17147017364077635,0.18929176703402442,0.05560113469208756,-0.06287646428236168,0.1740787336665368,-0.005182753832099556,-0.0967362369021568,0.08637072923795769,-0.03324646896022512,-0.12593256162536057,0.05943962370491032,0.5347993528990854,0.3900719534043264,0.6795267523938444,-0.017532897999638992,-0.20764070739542703,0.17257491139614903,0.02479233644063403,-0.09645570837620972,0.14604038125747779,-0.03060359768668642,-0.14406936012538177,0.08286216475200893,0.011528095145582246,-0.07938254162865782,0.10243873191982232,0.5443159939683434,0.3965299549901264,0.6921020329465604,0.08212091677775385,-0.09597245286193387,0.2602142864174416,0.0035102519404145434,-0.11527318909840968,0.12229369297923877,-0.010737371212906525,-0.10087810646215312,0.07940336403634007,-0.01829564688441834,-0.09995432546373134,0.06336303169489467,0.5839466108371153,0.4683236470587929,0.6995695746154376,0.03343584420806027,-0.14502350559872473,0.21189519401484525,-0.06859578809452213,-0.17886334467022566,0.041671768481181405,0.09002841048397761,-0.007132768521960871,0.18718958948991607,-0.010966318525147381,-0.08626272975737262,0.06433009270707786,0.6476255482424896,0.5183576509238832,0.7768934455610961,4,336
0.13058235178549946,0.1010736232757498,0.1600910802952491,0.017798654816033047,-0.0029844881400893017,0.038581797772155396,0.029058877236796746,0.013375375810235351,0.044742378663358146,0.0613707503939283,0.04501664163538599,0.07772485915247061,0.539050957665036,0.5157250620195278,0.5623768533105441,0.031198194559466166,0.0014585385582368583,0.06093785056069548,0.0391204892876977,0.017457049004478784,0.06078392957091661,0.013648696587899785,-0.002523615085645268,0.029821008261444838,0.033680816512674266,0.017106703835600177,0.05025492918974836,0.5491561691145516,0.5243716900021764,0.5739406482269267,-0.04536205369913918,-0.07529249037144883,-0.015431617026829537,0.00878794559498877,-0.014338222247664007,0.03191411343764155,0.002315673829774514,-0.013639652045467273,0.018270999705016302,0.0036971571617335484,-0.011159447957981735,0.01855376228144883,0.6214966794483866,0.6001134359228246,0.6428799229739487,0.018526135128772582,-0.011320367838023895,0.04837263809556906,-0.017504341496164085,-0.04004959824452498,0.005040915252196813,0.017122798694590474,0.0018703904682548077,0.03237520692092614,-0.0018926643002810308,-0.017454083219036118,0.013668754618474055,0.5770193696728003,0.5542511633081894,0.5997875760374113,-0.008912614978088191,-0.039867416332288075,0.022042186376111696,0.014663257420927625,-0.007757224131030276,0.03708373897288553,-0.009541752409827329,-0.025345544186371957,0.006262039366717298,0.032099821979788584,0.016394783429779087,0.04780486052979809,0.595584637000304,0.5749039191832009,0.616265354817407,5,9968
0.11557139602817731,0.06139151374621166,0.16975127831014297,0.025542376316120295,-0.011983300316916887,0.06306805294915747,0.01276557482839005,-0.01546795866276812,0.04099910831954822,0.07434433174640574,0.04690755682189092,0.10178110667092057,0.5669401783916204,0.5265310600822873,0.6073492967009533,0.07324355383714651,0.017379524899712437,0.12910758277458056,0.02545830158208561,-0.013702769771296657,0.06461937293546788,0.023781036634354775,-0.007552956979485386,0.05511503024819494,0.049399742059409606,0.02155492089858849,0.07724456322023072,0.5778512769973246,0.5353871050026305,0.6203154489920187,-0.01036988134032321,-0.06542808079399931,0.04468831811335289,0.020637427394158712,-0.018938823667354263,0.06021367845567169,-0.016925147093259634,-0.04494168284925918,0.011091388662739912,0.016941184884160028,-0.008373641784994397,0.04225601155331445,0.6539404226982408,0.6218772449761106,0.686003600420371,0.057791296135222846,0.004441567899208201,0.11114102437123749,-0.056085085887910745,-0.09735992924937141,-0.014810242526450081,0.019704602240428786,-0.006637749869335223,0.04604695435019279,-0.008284082884485094,-0.03486808589895526,0.01829992012998507,0.6075982404468598,0.5709012655720938,0.6442952153216259,0.0786691260415526,0.02102155098116512,0.13631670110194008,0.04683935569834061,0.006284156863919188,0.08739455453276203,-0.007992033925611984,-0.03756064610834864,0.021576578257124675,-0.007923866737882132,-0.0352664942319113,0.019418760756147038,0.6314982158442545,0.595069588519574,0.6679268431689348,6,3300
0.06110480255506661,-0.003647348921632161,0.1258569540317654,0.03744176401395674,-0.007297396301311386,0.08218092432922486,0.041584283636301525,0.0060795261531707305,0.07708904111943231,0.03280789952237239,-0.002411547946602338,0.06802734699134712,0.512869889862809,0.46637453579117544,0.5593652439344426,0.03780478794253885,-0.026339359407118103,0.10194893529219581,0.06393246405800557,0.020714545844124674,0.10715038227188645,-0.0017407009717865785,-0.040262640673484375,0.036781238729911216,0.009815411724245318,-0.026971985827125376,0.04660280927561601,0.48786408385639346,0.4357752548758921,0.5399529128368948,-0.05093528997338291,-0.11646916057836766,0.01459858063160184,0.03636081635941957,-0.009020083373211035,0.08174171609205018,-0.03644054906497331,-0.07338748640230582,5.063882723592104e-4,-0.018099489767816862,-0.04975880207811273,0.013559822542479004,0.5858479464580549,0.5442321686662656,0.6274637242498443,-0.06339965886086474,-0.12680098096075648,1.663239027005492e-6,-0.0019519325976472693,-0.04851604771155558,0.044612182516261034,0.010842508755706217,-0.024333219756427618,0.04601823726784005,0.005150412694529326,-0.02927221050525081,0.03957303589430946,0.5339512623716655,0.4883183546476084,0.5795841700957224,-0.013496659893535256,-0.07801467184209247,0.051021352055021965,0.04781646461114525,0.002361574091960391,0.09327135513033011,0.031040190020760795,-0.0046497971832799925,0.06673017722480158,-0.021507234479465474,-0.05434566724257064,0.01133119828363969,0.5908372013758625,0.5479062624434489,0.6337681403082761,7,2081
0.0965492290724992,0.05899623529032988,0.13410222285466852,0.018102430186754757,-0.011936898327043038,0.04814175870055255,0.023828765760264523,0.003162078402411256,0.04449545311811779,0.05600023420320717,0.033557757180737106,0.07844271122567724,0.5166973237388236,0.48560738436598294,0.5477872631116643,0.08368421703586874,0.04498427464884733,0.12238415942289016,0.002898274852178861,-0.02637719535245467,0.03217374505681239,0.022027418314449373,0.0018521424260205012,0.04220269420287825,0.012235895763852842,-0.009893206233140382,0.03436499776084607,0.5374152434388961,0.5029195432096097,0.5719109436681826,-0.03885046891393462,-0.07800968465703159,3.087468291623485e-4,0.009905730428116327,-0.020299433957947522,0.04011089481418018,-0.007931390189481474,-0.028446766815119727,0.012583986436156777,-0.0047804945068836546,-0.024887021234787504,0.015326032221020193,0.6333714660688117,0.6068856384102834,0.6598572937273399,0.03282805552352201,-0.006311827921673958,0.07196793896871798,5.746221999204419e-4,-0.029496930742969676,0.030646175142810563,-0.0016840140234752996,-0.020277091394258196,0.016909063347307598,0.00832645629321717,-0.012041008240073103,0.028693920826507444,0.6198714502033358,0.5920264668441101,0.6477164335625614,-0.0045351230610874375,-0.04459749262513611,0.03552724650296124,0.02826225763518816,-0.002846642865121459,0.05937115813549778,-0.01589935483404496,-0.037228312422270524,0.005429602754180606,-0.0014419080368603232,-0.022093119915488704,0.019209303841768055,0.6193644444736752,0.5924889735104274,0.6462399154369232,8,5672
0.09215557510045036,0.055989102233105256,0.12832204796779545,0.009320588496913734,-0.017034037515643072,0.03567521450947054,0.01844680045484079,0.0013931680777169153,0.03550043283196466,0.031862094447110745,0.012432000753439022,0.05129218814078247,0.5264482079921405,0.4988458488393776,0.5540505671449034,0.08800475084300216,0.05344089637530021,0.12256860531070411,0.01800063758865073,-0.006598623740287962,0.042599898917589425,0.02089119918280409,0.0037233632336146037,0.038059035131993574,0.009205039768059385,-0.009224895963697423,0.027634975499816194,0.5680860642963399,0.5400032609654589,0.5961688676272209,-0.033721582635159696,-0.06977965614198102,0.0023364908716616284,0.021020371292065552,-0.0065632239637284755,0.048603966547859576,-0.029266151902491364,-0.04629133583668164,-0.012240967968301092,-0.004476874791185276,-0.02110602906832985,0.0121522794859593,0.6357179679872972,0.6127086348401048,0.6587273011344895,0.014821251337678146,-0.02127044216503712,0.05091294484039341,-0.024449396534389992,-0.049655218905655815,7.564258368758283e-4,-0.0035606496727987945,-0.01861599832060136,0.01149469897500377,0.007397548778839302,-0.00944488391734435,0.024239981475022952,0.6321263557903748,0.6083811075567711,0.6558716040239785,-0.01776033959555859,-0.05470004290633335,0.019179363715216176,0.027030281842488634,-1.592933567158561e-4,0.054219857041693124,-0.018771545299762913,-0.03646882326437401,-0.0010742673351518128,-0.010051704693770282,-0.028481391150640196,0.008377981763099632,0.5920613691079281,0.5673693964285578,0.6167533417872982,9,7248
0.14098524046953326,-0.013120213504193179,0.2950906944432597,-0.020515639240145808,-0.12563361276770713,0.0846023342874155,0.09044835889905625,-6.773439525025275e-4,0.18157406175061502,-0.052379811291274884,-0.15905225726707156,0.054292634684521786,0.5871097157365639,0.48304656767291054,0.6911728638002171,0.14718498804533825,0.009507426777188244,0.28486254931348826,0.04282314609606437,-0.05569321426929441,0.14133950646142315,0.06534230618131573,-0.029286769461164736,0.1599713818237962,0.014433728697525837,-0.093031587360926,0.12189904475597767,0.5138166447491325,0.3824881674216731,0.6451451220765919,0.062456717223430096,-0.09747998751675044,0.22239342196361064,-0.03303284212683288,-0.1452715101847024,0.07920582593103664,-0.042641536665307865,-0.13776267880610554,0.05247960547548983,0.053741176927675854,-0.026817692901883128,0.13430004675723484,0.6167021619365163,0.5121883055530585,0.7212160183199741,0.05292104658469325,-0.10122278316393486,0.20706487633332138,0.03412645338367201,-0.06505896452437589,0.1333118712917199,-0.008474566057769658,-0.09864671764708174,0.08169758553154242,-0.0024013328157608546,-0.0980912532285794,0.09328858759705769,0.4899813478056617,0.3719143256407667,0.6080483699705568,0.010020358312668747,-0.15498104178763042,0.17502175841296794,0.05539078623855227,-0.05270772877994812,0.16348930125705266,0.0633675581071218,-0.020580055327384956,0.14731517154162854,0.022485032753996093,-0.07514600513568924,0.12011607064368142,0.5746920401590551,0.46918529225729266,0.6801987880608176,10,428
