stateName,Model,Type,Traits,agr_tr.cl,agr_tr.cl.lb,agr_tr.cl.ub,cns_tr.cl,cns_tr.cl.lb,cns_tr.cl.ub,ext_tr.cl,ext_tr.cl.lb,ext_tr.cl.ub,neu_tr.cl,neu_tr.cl.lb,neu_tr.cl.ub,opn_tr.cl,opn_tr.cl.lb,opn_tr.cl.ub,agr,cns,ext,neu,opn
Schleswig-Holstein,CLPM,Latent,All,0.0509504542186274,-8.7630502242113e-4,0.102777213459676,0.0191513440632166,-0.0343027128130939,0.0726054009395271,0.0301339430381041,-0.0184411252930381,0.0787090113692464,0.0423816292807284,-0.0167392065622403,0.101502465123697,-2.395636419247e-4,-0.0543105544574414,0.053831427173592,No,No,No,No,No
Hamburg,CLPM,Latent,All,0.0494800786910955,-0.0215822359216197,0.120542393303811,0.0241986653625436,-0.0520865952485493,0.100483925973636,0.036627942799619,-0.0220387831547165,0.0952946687539545,9.36058238638866e-5,-0.0516918605240845,0.0518790721718123,-0.00455791362723491,-0.0762435635110175,0.0671277362565477,Yes,Yes,Yes,Yes,Yes
Lower Saxony,CLPM,Latent,All,0.0170108841319865,-0.0107960247042228,0.0448177929681958,-0.00346395609887986,-0.0315636349393879,0.0246357227416282,0.00401552849544853,-0.0223270011728768,0.0303580581637738,-0.00529244753485046,-0.032915234119307,0.0223303390496061,-0.0184715480092047,-0.0472985958499322,0.0103554998315229,No,No,No,No,No
North Rhine-Westphalia,CLPM,Latent,All,0.0335814622812079,0.0139639905996057,0.0531989339628101,0.0131006073829683,-0.00570818827695472,0.0319094030428913,0.0147813131466747,-0.00144757871805431,0.0310102050114038,0.00175005378406262,-0.0161028489091643,0.0196029564772896,0.02587548163532,0.00756438613424631,0.0441865771363936,No,No,No,No,No
Hesse,CLPM,Latent,All,0.0469119533091197,0.0143510265759121,0.0794728800423273,0.0269055139485651,-0.00527656872918054,0.0590875966263108,0.0212335670762192,-0.00558997944349941,0.0480571135959379,-0.0227536802088015,-0.0536599889585345,0.00815262854093138,-0.0296749941037574,-0.0612462828253561,0.00189629461784124,No,No,No,No,No
Rhineland-Palatinate,CLPM,Latent,All,-0.0105672615967437,-0.0547536957341452,0.0336191725406579,-0.0216652091057661,-0.0643585742933364,0.0210281560818043,0.00255507337399464,-0.0330507786374856,0.0381609253854749,0.0133874274488711,-0.025765884510496,0.0525407394082382,-0.0498543084456364,-0.088942942399792,-0.0107656744914808,No,No,No,No,No
Baden-Wuerttemberg,CLPM,Latent,All,0.0201415636701352,-0.00551475723031144,0.0457978845705819,-0.0223578061758521,-0.0480131271658402,0.00329751481413606,-0.00154859328283821,-0.023471304651377,0.0203741180857005,-0.00281144437853191,-0.0265799978891321,0.0209571091320683,-0.0198734867975335,-0.0441549604608235,0.00440798686575645,No,No,No,No,No
Bavaria,CLPM,Latent,All,-0.00137857192219729,-0.0237591858770048,0.0210020420326102,-0.013277517494486,-0.0340874241901215,0.0075323892011495,-0.00353783889858504,-0.0221327362994911,0.0150570585023211,0.0044019933457266,-0.0151139817794517,0.0239179684709049,-0.0183176100737117,-0.03934550122715,0.00271028107972653,No,No,No,No,No
Berlin,CLPM,Latent,All,0.0148144110902692,-0.0251710106019988,0.0547998327825372,0.015511311851554,-0.0170242409662355,0.0480468646693436,0.00806608617216902,-0.0242771462403128,0.0404093185846508,6.5561267311201e-4,-0.0378164983159967,0.0391277236622207,0.0187747252201155,-0.0173398482746217,0.0548892987148527,No,No,No,No,No
Brandenburg,CLPM,Latent,All,0.0115006003176216,-0.026726778336474,0.0497279789717173,-0.0194778567567012,-0.0627484192593457,0.0237927057459432,0.0159115922935389,-0.0207435157430568,0.0525667003301346,0.0178717239249679,-0.0192037005981607,0.0549471484480964,-0.00729958884330417,-0.052251044864885,0.0376518671782766,No,No,No,No,No
