agr.r1,agr.r1.lb,agr.r1.ub,agr.r2,agr.r2.lb,agr.r2.ub,agr.rt.cl,agr.rt.cl.lb,agr.rt.cl.ub,agr.tr.cl,agr.tr.cl.lb,agr.tr.cl.ub,agr.st,agr.st.lb,agr.st.ub,agr.ri.r,agr.ri.r.lb,agr.ri.r.ub,cns.r1,cns.r1.lb,cns.r1.ub,cns.r2,cns.r2.lb,cns.r2.ub,cns.rt.cl,cns.rt.cl.lb,cns.rt.cl.ub,cns.tr.cl,cns.tr.cl.lb,cns.tr.cl.ub,cns.st,cns.st.lb,cns.st.ub,cns.ri.r,cns.ri.r.lb,cns.ri.r.ub,ext.r1,ext.r1.lb,ext.r1.ub,ext.r2,ext.r2.lb,ext.r2.ub,ext.rt.cl,ext.rt.cl.lb,ext.rt.cl.ub,ext.tr.cl,ext.tr.cl.lb,ext.tr.cl.ub,ext.st,ext.st.lb,ext.st.ub,ext.ri.r,ext.ri.r.lb,ext.ri.r.ub,neu.r1,neu.r1.lb,neu.r1.ub,neu.r2,neu.r2.lb,neu.r2.ub,neu.rt.cl,neu.rt.cl.lb,neu.rt.cl.ub,neu.tr.cl,neu.tr.cl.lb,neu.tr.cl.ub,neu.st,neu.st.lb,neu.st.ub,neu.ri.r,neu.ri.r.lb,neu.ri.r.ub,opn.r1,opn.r1.lb,opn.r1.ub,opn.r2,opn.r2.lb,opn.r2.ub,opn.rt.cl,opn.rt.cl.lb,opn.rt.cl.ub,opn.tr.cl,opn.tr.cl.lb,opn.tr.cl.ub,opn.st,opn.st.lb,opn.st.ub,opn.ri.r,opn.ri.r.lb,opn.ri.r.ub,state,samplesize
-0.13518350159034342,-0.28977001362164645,0.019403010440959628,-0.031630684860637436,-0.12319806667039655,0.05993669694912168,0.08131489706941004,-0.014943769822063946,0.17757356396088403,-0.05887211211220485,-0.20098895589402996,0.08324473166962026,0.14431167356223865,0.005253932332700667,0.2833694147917766,NA,NA,NA,0.11566274747011422,-0.10307150435206565,0.3343969992922941,-0.13603603545888307,-0.24117790189143884,-0.03089416902632727,-0.08500749655324909,-0.1856165140798812,0.015601520973382998,-0.13282970397937435,-0.26745702732678095,0.001797619368032253,0.1994991138222352,0.05923677641163694,0.33976145123283347,NA,NA,NA,-0.08857139815844435,-0.2557698899579608,0.07862709364107211,-0.03345207955234734,-0.1441344749275638,0.07723031582286911,0.042928113815964744,-0.06737877966668895,0.15323500729861844,-0.11481872903724252,-0.2753375827050729,0.045700124630587834,0.1422887068986436,-0.029544065146151516,0.3141214789434387,NA,NA,NA,-0.0755623447710517,-0.30501625118225195,0.15389156164014858,0.11926816246994236,0.022759844999131727,0.215776479940753,0.20027040596465284,0.10256023906929686,0.29798057286000884,0.2062136924900482,0.05320977897586648,0.3592176060042299,0.12555485598094812,-0.019099527018644882,0.2702092389805411,NA,NA,NA,0.05275836407482743,-0.14873648169608047,0.25425320984573535,-0.026001226461499553,-0.15774805128835953,0.10574559836536042,-0.04231495861986829,-0.1429314145671535,0.05830149732741692,-0.07783875183635423,-0.272196550678003,0.11651904700529453,0.03263831898813509,-0.13169605117844407,0.19697268915471425,NA,NA,NA,1,1605
-0.14684817110045806,-0.29004985320878207,-0.0036464889921340726,-0.14152400609163557,-0.39084627381638637,0.10779826163311527,-0.23371638308279444,-0.5098957180697494,0.04246295190416053,-0.049935225890226066,-0.28674496254696846,0.18687451076651634,0.2201283603431685,-0.09774270229384138,0.5379994229801783,NA,NA,NA,-0.18109362253012595,-0.35969709163795144,-0.0024901534223004673,-0.01804112525241617,-0.22577631385230776,0.1896940633474754,0.06061992853138649,-0.07802537823571856,0.19926523529849155,0.06577357664013514,-0.10171998017338424,0.23326713345365455,0.029132908749211338,-0.3285697282456859,0.38683554574410856,NA,NA,NA,-0.13863736912201585,-0.3292766244543398,0.0520018862103081,0.05893677610700627,-0.14324560077952259,0.2611191529935351,0.08032005265988218,-0.1385144286959797,0.29915453401574404,0.11984221224630245,-0.024496832525605246,0.26418125701821016,0.054833326964584185,-0.13843963762355294,0.24810629155272132,NA,NA,NA,0.01959353946583086,-0.10895493197276351,0.14814201090442525,0.05126450288731888,-0.1293804070136599,0.2319094127882977,0.10504789355419583,-0.0688945697989741,0.27899035690736573,0.018180978269222568,-0.1380742855310708,0.1744362420695159,0.09536473021817535,-0.14860153591459876,0.3393309963509495,NA,NA,NA,-0.04143879555637285,-0.2528269580637942,0.16994936695104845,0.07923647024140343,-0.05664995279320469,0.21512289327601156,0.01073627451896725,-0.1277891932162256,0.14926174225416008,-0.003406945854112592,-0.12850771016655277,0.1216938184583276,-0.19721807755673323,-0.385368605701924,-0.009067549411542503,NA,NA,NA,2,677
0.00754619098051731,-0.07414951706402524,0.08924189902505987,0.009667409011278341,-0.04865342161133143,0.06798823963388811,0.020304637567717457,-0.042223917362302105,0.08283319249773702,-0.009180790080467271,-0.07860780306233356,0.06024622290139901,0.05644121235970394,-0.02129179940708707,0.13417422412649493,NA,NA,NA,-0.017346021654476945,-0.1024742196365867,0.06778217632763281,-0.009451870016101977,-0.069065984760116,0.05016224472791205,-0.013427607881647678,-0.07953880156911333,0.05268358580581799,-0.03767464418690693,-0.11099256092529564,0.03564327255148179,0.07103921990255616,-0.009911823798678776,0.1519902636037911,NA,NA,NA,0.0017967601922710657,-0.08381941603296902,0.08741293641751116,0.03315888888791928,-0.026167056249784364,0.09248483402562292,-0.010006457998815943,-0.07427932020994656,0.05426640421231467,0.021669698127987178,-0.053349573076272416,0.09668896933224679,0.02734074992649319,-0.06656313537480255,0.12124463522778893,NA,NA,NA,0.0038955828351832722,-0.08915890787918551,0.09695007354955207,0.046631798455717,-0.009000943359506164,0.10226454027094016,0.045899314863678015,-0.01715543374435163,0.10895406347170765,0.06185558934217635,-0.01097905578079092,0.1346902344651436,0.05926126272637219,-0.025563203042353624,0.14408572849509801,NA,NA,NA,-0.02528980058522525,-0.11593476601644254,0.06535516484599202,0.029202012940253104,-0.02393677784403701,0.08234080372454322,-0.0018114687315033142,-0.06624848489202567,0.06262554742901905,-0.058377412002967685,-0.12874329327485065,0.011988469268915286,0.018251923147136417,-0.06197606547493706,0.0984799117692099,NA,NA,NA,3,4459
-0.06646008848523452,-0.4143727380894866,0.2814525611190175,0.031994057905720616,-0.20638949140490254,0.2703776072163438,-0.019795584521859307,-0.30005177292182905,0.26046060387811043,-0.08989075625148585,-0.2801618791306978,0.1003803666277261,0.2055079611055784,-0.04147628002000748,0.45249220223116426,NA,NA,NA,-0.027740773896718546,-0.33352110450126343,0.2780395567078264,-0.030522484198412626,-0.27311528905446314,0.21207032065763792,0.00845887641507716,-0.24821944785157243,0.2651372006817268,-0.15609011801636927,-0.3952521830480372,0.0830719470152987,0.03315402857932425,-0.2066062032106316,0.27291426036928007,NA,NA,NA,-0.21104094676824803,-0.5504488687712007,0.12836697523470464,-0.10914303578927546,-0.4113702642277849,0.193084192649234,-0.2837797798600311,-0.6348775300750714,0.06731797035500922,-0.0961622649099754,-0.46235552380529055,0.27003099398533975,0.2536263538321574,-0.02940854189000768,0.5366612495543226,NA,NA,NA,0.2543745249780736,-0.04518718938152433,0.5539362393376716,0.22310875216549308,0.01605345520047106,0.4301640491305151,0.05939920692263905,-0.17978365403782665,0.29858206788310476,0.2618214801570978,-0.041617719458006124,0.5652606797722017,0.051629758485467935,-0.2592826010303638,0.3625421180012997,NA,NA,NA,0.09938486011811072,-0.32450878451665033,0.5232785047528717,0.19899124359190373,-0.07038009202351297,0.46836257920732044,0.29705354339567186,0.04472237374944076,0.549384713041903,0.2796635553497693,-0.062084152577780743,0.6214112632773192,-0.11253932414293351,-0.3479704610900663,0.1228918128041993,NA,NA,NA,4,336
0.02494461975376094,-0.03152399259444591,0.0814132321019678,0.009674602487421526,-0.0272475754523963,0.04659678042723935,0.013462041572667257,-0.028174636420485007,0.05509871956581952,0.01237486997660025,-0.02793408219490276,0.05268382214810326,0.1859712035943899,0.13233136986927949,0.23961103731950031,NA,NA,NA,-0.09403876056578633,-0.15156155259931242,-0.03651596853226024,0.030532731142506618,-0.009183224487388763,0.07024868677240201,-0.0282113136991365,-0.07581977881877966,0.01939715142050666,-0.014345125953847366,-0.05785931197308958,0.029169060065394846,0.20392752722621146,0.14580370416578298,0.26205135028663995,NA,NA,NA,-0.05138617500551854,-0.10788101162075978,0.0051086616097226895,0.024529409117145965,-0.01323472169817535,0.06229353993246728,0.011670013299422308,-0.030612844762219486,0.0539528713610641,0.011403151368350566,-0.03181185147690865,0.05461815421360978,0.106927913360447,0.059070580879398094,0.15478524584149592,NA,NA,NA,0.047027922027009665,-0.009868458228870426,0.10392430228288976,0.00360678438148836,-0.03675769300347128,0.043971261766448,0.04670709052214573,0.0025103780696033562,0.0909038029746881,0.02488433802424182,-0.018603757486724156,0.06837243353520779,0.13937351791467756,0.08119471950146312,0.197552316327892,NA,NA,NA,-0.03915016920714795,-0.09736142640519999,0.019061087990904092,0.042031051625126825,0.004049340449058837,0.0800127628011948,-0.00722404047934285,-0.05262584162818575,0.03817776066950005,0.04792671389522795,0.004417800328053084,0.0914356274624028,0.19550290750996888,0.13879346143515928,0.2522123535847785,NA,NA,NA,5,9968
0.05401074980108371,-0.03818389890756396,0.14620539850973138,-0.02970375128994124,-0.09819968607951708,0.0387921834996346,-0.02473724683101166,-0.0965303477504092,0.04705585408838587,-0.016839622012702837,-0.09563107159908638,0.061951827573680694,0.16201976364249224,0.0738182519113474,0.2502212753736371,NA,NA,NA,0.009261606477028908,-0.09805833924098406,0.11658155219504188,0.026981905993766347,-0.0459269318065197,0.0998907437940524,0.049396141319848964,-0.03262810678824703,0.13142038942794496,0.004232541885715007,-0.0818061897097773,0.09027127348120731,0.06760637943926134,-0.03071479571739861,0.1659275545959213,NA,NA,NA,-0.03720234736298933,-0.14805235120166896,0.0736476564756903,0.0016615135375503515,-0.06479902549714453,0.06812205257224523,-0.033903041146736326,-0.10522509484776146,0.0374190125542888,-0.007586692221581086,-0.09552189070302958,0.08034850625986739,0.10391098436103235,0.0024052731972859045,0.20541669552477881,NA,NA,NA,0.11047466940504125,0.012274936125387562,0.20867440268469495,-0.019412634073687523,-0.0967697425052463,0.057944474357871256,0.08210914486587527,0.009554815089989052,0.1546634746417615,0.04623496894381682,-0.037556789566386375,0.13002672745402,0.134240861885997,0.03567567468716772,0.23280604908482624,NA,NA,NA,0.1039622346027681,-7.726279011163462e-4,0.20869709710665255,-0.022535848497830323,-0.09831086676618933,0.053239169770528685,-0.05218300026031976,-0.13691150181129683,0.032545501290657315,-0.057936232407921374,-0.1538893655582601,0.03801690074241737,0.1439770362806562,0.035097820390246205,0.25285625217106616,NA,NA,NA,6,3300
0.01795311620765746,-0.09903124949832937,0.13493748191364427,0.04131195894496702,-0.03328035915679888,0.11590427704673291,-2.573486110161191e-4,-0.07774239255238263,0.0772276953303504,0.007338901463901014,-0.07985024666836725,0.09452804959616928,0.08585526371875143,-0.015720278482763805,0.18743080592026667,NA,NA,NA,0.08997760273361526,-0.026583639276045762,0.20653884474327627,0.13119635040256955,0.049377645307111556,0.21301505549802757,0.03678397884244508,-0.05498047442732178,0.12854843211221195,0.08539595178540614,-0.011064186307884505,0.18185608987869675,0.20514919266608422,0.0993522211501624,0.31094616418200605,NA,NA,NA,-0.026117525238010975,-0.14336694903039282,0.09113189855437086,0.024176979872896343,-0.05120741022330798,0.09956136996910067,-0.06737141779491747,-0.1481370758262668,0.01339424023643189,-0.026504861443905778,-0.1041770722928813,0.05116734940506974,0.1869653886787431,0.07500415792551374,0.29892661943197246,NA,NA,NA,-0.09143456464124207,-0.21164533913015784,0.028776209847673706,-0.06661805727307701,-0.14147099742593197,0.008234882879777932,-0.04555073837555595,-0.12337614819937436,0.03227467144826246,-0.07486531938782208,-0.1587072503710062,0.008976611595362038,0.08451695898126581,-0.013816458876467175,0.18285037683899877,NA,NA,NA,-0.019510318584202317,-0.13352546302155263,0.09450482585314801,0.15858842617224342,0.07718277485832946,0.23999407748615736,0.12260334864684087,0.045526218703403655,0.19968047859027807,0.07580037948747352,-0.012694200844074905,0.16429495981902195,0.08586851778255689,-0.01960455198261923,0.191341587547733,NA,NA,NA,7,2081
0.014004990415869955,-0.05419284065846136,0.08220282149020128,0.022800058222263036,-0.034434120277097816,0.0800342367216239,0.01705634772718207,-0.04008845914642079,0.07420115460078494,0.02655761617564834,-0.03610795213196158,0.08922318448325825,0.08737534490386563,0.018792955290018388,0.1559577345177129,NA,NA,NA,0.006565107444519654,-0.06580326233701125,0.07893347722605057,0.0011968300948191717,-0.060563042446769064,0.0629567026364074,0.007528507715075847,-0.049492116132129865,0.06454913156228156,-0.00768435269852172,-0.07298876260737952,0.05762005721033608,0.05421213642339086,-0.026572181741938417,0.13499645458872014,NA,NA,NA,-0.0214058388708388,-0.09907875776683255,0.056267080025154945,0.03472858807230561,-0.02323463450903949,0.09269181065365072,-0.017783179583620627,-0.0807598228781612,0.045193463710919944,0.0380171450869274,-0.0250723917364391,0.10110668191029389,0.15370761731168295,0.07225720384580933,0.23515803077755656,NA,NA,NA,0.025091986781488648,-0.04818164427530941,0.0983656178382867,-0.006958380218518086,-0.06616823826347636,0.052251477826440185,-0.019569533242360933,-0.07924221882250193,0.040103152337780064,1.665211079391333e-4,-0.05872858185222961,0.059061624068107874,0.22253276512643277,0.13531423426042322,0.3097512959924423,NA,NA,NA,0.07191544258126246,-0.008689962557193218,0.15252084771971813,0.05172727338802859,-0.010379086337853708,0.11383363311391088,0.026972140589329018,-0.035327631747980474,0.08927191292663851,0.024202852113061814,-0.04513793963306986,0.09354364385919349,0.14464232626960816,0.07129206239105533,0.217992590148161,NA,NA,NA,8,5672
-0.013342392748544197,-0.07876237995254776,0.05207759445545937,-0.017478452539731237,-0.06585313559999437,0.03089623052053189,-0.012823846899324485,-0.06377525403188458,0.038127560233235616,-0.02478743761823978,-0.08425669294348406,0.03468181770700449,0.0831975575175105,0.021168704452456156,0.14522641058256483,NA,NA,NA,0.0028728293512074437,-0.06145314047896373,0.06719879918137862,-0.007576198230173265,-0.05465915417677532,0.03950675771642879,-0.0013599527205116234,-0.0508121835951821,0.04809227815415886,-0.028311436221987948,-0.0885868584701142,0.0319639860261383,0.13297233775662956,0.0570420419790327,0.2089026335342264,NA,NA,NA,0.011495803803692235,-0.06094351545232063,0.0839351230597051,-0.012624356562560588,-0.06627570755308997,0.04102699442796879,-0.0719161007348434,-0.12716060881125987,-0.016671592658426947,-0.014201223047184946,-0.07865559271008078,0.05025314661571089,0.17809092122891015,0.10495451918235668,0.25122732327546365,NA,NA,NA,-0.0044803337393633695,-0.0692618252759665,0.06030115779723976,-0.04486411397938122,-0.09714910938215031,0.007420881423387871,-0.03496381730171291,-0.08589274961815849,0.015965115014732665,-0.0053334204022693595,-0.06914605453024404,0.058479213725705324,0.16952973495835907,0.08747552172995411,0.251583948186764,NA,NA,NA,0.020199137524351225,-0.04924709143302515,0.08964536648172759,0.02346485089190087,-0.02888213043190997,0.07581183221571171,-0.007925744674025556,-0.06162916352149016,0.04577767417343905,-0.00432061924597696,-0.06784213913609018,0.059200900644136245,0.11794235682880572,0.053727194193737275,0.18215751946387418,NA,NA,NA,9,7248
0.053740608012700634,-0.4060668708869165,0.5135480869123178,-0.14874720513018838,-0.35159387429052574,0.054099464030149015,-0.05302278700776091,-0.34376851010100984,0.23772293608548797,-0.234523852488253,-0.5046472079836853,0.035599503007179345,0.18256065615563902,-0.08602916084444287,0.45115047315572093,NA,NA,NA,0.3594601622272634,0.027536991551336265,0.6913833329031905,0.23123181355284825,0.03847460366910364,0.4239890234365929,0.1667466191312876,-0.03883014905963463,0.3723233873222099,0.32637525750997126,0.018977926370591886,0.6337725886493507,0.0986305166401157,-0.13832843794171307,0.3355894712219445,NA,NA,NA,-0.015213561975478086,-0.3854615300269256,0.3550344060759695,0.08681553668190992,-0.10049134407376774,0.2741224174375876,-0.01586574637481441,-0.23433426164101737,0.20260276889138856,0.22745812643078991,-0.06751351246688027,0.5224297653284601,0.0345740638209442,-0.1721087023810647,0.2412568300229531,NA,NA,NA,0.10370045863714243,-0.17933562678566972,0.3867365440599546,0.09145761536466653,-0.11365090710864201,0.2965661378379751,0.03555685601157205,-0.17162209609197218,0.24273580811511627,0.046894349323775814,-0.2753193734632379,0.36910807211078955,0.15690091822000224,-0.08222009178939108,0.3960219282293956,NA,NA,NA,0.055276158616859514,-0.3442435593853035,0.45479587661902254,0.1297740073989326,-0.06019641669764609,0.31974443149551135,0.11862425970879845,-0.13189328457040717,0.36914180398800406,0.10672394562438818,-0.1855015688777433,0.39894946012651966,-0.016437656078533883,-0.2737309923765443,0.24085568021947656,NA,NA,NA,10,428
